image,category,edge_density
ucmerced_regular_v2_airplane_0001.png,airplane,6.276275634765625
ucmerced_regular_v2_airplane_0002.png,airplane,4.882954915364583
ucmerced_regular_v2_airplane_0003.png,airplane,4.882954915364583
ucmerced_regular_v2_airplane_0004.png,airplane,6.7622731526692705
ucmerced_regular_v2_airplane_0005.png,airplane,6.466634114583333
ucmerced_regular_v2_airplane_0006.png,airplane,5.9847564697265625
ucmerced_regular_v2_airplane_0007.png,airplane,7.207122802734375
ucmerced_regular_v2_airplane_0008.png,airplane,5.944814046223959
ucmerced_regular_v2_airplane_0009.png,airplane,6.999918619791667
ucmerced_regular_v2_airplane_0010.png,airplane,6.8944854736328125
ucmerced_regular_v2_airplane_0011.png,airplane,7.7146148681640625
ucmerced_regular_v2_airplane_0012.png,airplane,7.824315388997396
ucmerced_regular_v2_airplane_0013.png,airplane,5.182566324869791
ucmerced_regular_v2_airplane_0014.png,airplane,5.8783416748046875
ucmerced_regular_v2_airplane_0015.png,airplane,6.000732421875
ucmerced_regular_v2_airplane_0016.png,airplane,5.3695831298828125
ucmerced_regular_v2_airplane_0017.png,airplane,7.5771636962890625
ucmerced_regular_v2_airplane_0018.png,airplane,8.796218872070312
ucmerced_regular_v2_airplane_0019.png,airplane,7.341283162434896
ucmerced_regular_v2_airplane_0020.png,airplane,7.333607991536459
ucmerced_regular_v2_airplane_0021.png,airplane,9.231791178385418
ucmerced_regular_v2_airplane_0022.png,airplane,9.79430643717448
ucmerced_regular_v2_airplane_0023.png,airplane,6.5181630452473955
ucmerced_regular_v2_airplane_0024.png,airplane,9.8758544921875
ucmerced_regular_v2_airplane_0025.png,airplane,7.029820760091146
ucmerced_regular_v2_airplane_0026.png,airplane,6.799036661783854
ucmerced_regular_v2_airplane_0027.png,airplane,10.839742024739584
ucmerced_regular_v2_airplane_0028.png,airplane,10.00830078125
ucmerced_regular_v2_airplane_0029.png,airplane,9.723063151041666
ucmerced_regular_v2_airplane_0030.png,airplane,9.54741923014323
ucmerced_regular_v2_airplane_0031.png,airplane,10.475138346354168
ucmerced_regular_v2_airplane_0032.png,airplane,6.517206827799479
ucmerced_regular_v2_airplane_0033.png,airplane,8.624771118164062
ucmerced_regular_v2_airplane_0034.png,airplane,7.639312744140625
ucmerced_regular_v2_airplane_0035.png,airplane,8.881973266601562
ucmerced_regular_v2_airplane_0036.png,airplane,6.8143870035807295
ucmerced_regular_v2_airplane_0037.png,airplane,7.0819753011067705
ucmerced_regular_v2_airplane_0038.png,airplane,6.431040445963541
ucmerced_regular_v2_airplane_0039.png,airplane,7.668446858723958
ucmerced_regular_v2_airplane_0040.png,airplane,8.803375244140625
ucmerced_regular_v2_airplane_0041.png,airplane,8.707875569661457
ucmerced_regular_v2_airplane_0042.png,airplane,10.582138061523438
ucmerced_regular_v2_airplane_0043.png,airplane,8.946085611979166
ucmerced_regular_v2_airplane_0044.png,airplane,9.014475504557293
ucmerced_regular_v2_airplane_0045.png,airplane,7.770650227864583
ucmerced_regular_v2_airplane_0046.png,airplane,8.981984456380207
ucmerced_regular_v2_airplane_0047.png,airplane,9.849349975585938
ucmerced_regular_v2_airplane_0048.png,airplane,9.4541015625
ucmerced_regular_v2_airplane_0049.png,airplane,12.256276448567707
ucmerced_regular_v2_airplane_0050.png,airplane,13.120513916015625
ucmerced_regular_v2_airplane_0051.png,airplane,11.331003824869793
ucmerced_regular_v2_airplane_0052.png,airplane,10.530349731445312
ucmerced_regular_v2_airplane_0053.png,airplane,8.355545043945312
ucmerced_regular_v2_airplane_0054.png,airplane,9.886708577473959
ucmerced_regular_v2_airplane_0055.png,airplane,9.291961669921875
ucmerced_regular_v2_airplane_0056.png,airplane,9.834367794795785
ucmerced_regular_v2_airplane_0057.png,airplane,7.296320597330729
ucmerced_regular_v2_airplane_0058.png,airplane,7.8648834228515625
ucmerced_regular_v2_airplane_0059.png,airplane,7.724919637044271
ucmerced_regular_v2_airplane_0060.png,airplane,11.100471426218707
ucmerced_regular_v2_airplane_0061.png,airplane,9.163523356119793
ucmerced_regular_v2_airplane_0062.png,airplane,9.68694559733073
ucmerced_regular_v2_airplane_0063.png,airplane,10.557200113932291
ucmerced_regular_v2_airplane_0064.png,airplane,10.959203084309895
ucmerced_regular_v2_airplane_0065.png,airplane,10.692240397135418
ucmerced_regular_v2_airplane_0066.png,airplane,10.744781494140625
ucmerced_regular_v2_airplane_0067.png,airplane,10.90961201985677
ucmerced_regular_v2_airplane_0068.png,airplane,13.048075358072918
ucmerced_regular_v2_airplane_0069.png,airplane,10.853953043619793
ucmerced_regular_v2_airplane_0070.png,airplane,10.04662577311198
ucmerced_regular_v2_airplane_0071.png,airplane,10.333114624023438
ucmerced_regular_v2_airplane_0072.png,airplane,10.648106892903645
ucmerced_regular_v2_airplane_0073.png,airplane,7.5797271728515625
ucmerced_regular_v2_airplane_0074.png,airplane,6.298451741536459
ucmerced_regular_v2_airplane_0075.png,airplane,6.7059275309244795
ucmerced_regular_v2_airplane_0076.png,airplane,6.494043986002604
ucmerced_regular_v2_airplane_0077.png,airplane,7.234076498682477
ucmerced_regular_v2_airplane_0078.png,airplane,6.6547698974609375
ucmerced_regular_v2_airplane_0079.png,airplane,7.1807301839192705
ucmerced_regular_v2_airplane_0080.png,airplane,5.470128377278646
ucmerced_regular_v2_airplane_0081.png,airplane,3.4342091878255205
ucmerced_regular_v2_airplane_0082.png,airplane,6.731465657552084
ucmerced_regular_v2_airplane_0083.png,airplane,6.4864959716796875
ucmerced_regular_v2_airplane_0084.png,airplane,7.511510213216146
ucmerced_regular_v2_airplane_0085.png,airplane,5.9636077880859375
ucmerced_regular_v2_airplane_0086.png,airplane,5.729777018229167
ucmerced_regular_v2_airplane_0087.png,airplane,7.274297078450521
ucmerced_regular_v2_airplane_0088.png,airplane,11.505294799804688
ucmerced_regular_v2_airplane_0089.png,airplane,6.700673421223958
ucmerced_regular_v2_airplane_0090.png,airplane,4.831807454427084
ucmerced_regular_v2_airplane_0091.png,airplane,7.3621978759765625
ucmerced_regular_v2_airplane_0092.png,airplane,6.359486897786459
ucmerced_regular_v2_airplane_0093.png,airplane,3.5600229899088545
ucmerced_regular_v2_airplane_0094.png,airplane,4.0171661376953125
ucmerced_regular_v2_airplane_0095.png,airplane,4.342005411783854
ucmerced_regular_v2_airplane_0096.png,airplane,5.169489542643229
ucmerced_regular_v2_airplane_0097.png,airplane,9.038157145182293
ucmerced_regular_v2_airplane_0098.png,airplane,9.234822591145832
ucmerced_regular_v2_airplane_0099.png,airplane,6.7586517333984375
ucmerced_regular_v2_airplane_0100.png,airplane,9.771072387695312
ucmerced_regular_v2_baseball_diamond_0001.png,baseball,5.1030324300130205
ucmerced_regular_v2_baseball_diamond_0002.png,baseball,5.433954874674479
ucmerced_regular_v2_baseball_diamond_0003.png,baseball,5.39459228515625
